book	chapter	verse	syriac_text	transliteration
Matthew	4	2	ܘܨܡ ܐܪܒܥܝܢ ܝܘܡܝܢ ܘܐܪܒܥܝܢ ܠܝܠܘܢ ܐܚܪܝܬ ܕܝܢ ܟܦܢ	WYM >RB<JN JWMJN W>RB<JN LJLWN >XRJT DJN KPN
Matthew	4	3	ܘܩܪܒ ܗܘ ܕܡܢܣܐ ܘܐܡܪ ܠܗ ܐܢ ܒܪܗ ܐܢܬ ܕܐܠܗܐ ܐܡܪ ܕܗܠܝܢ ܟܐܦܐ ܢܗܘܝܢ ܠܚܡܐ	WQRB HW DMNS> W>MR LH >N BRH >NT D>LH> >MR DHLJN K>P> NHWJN LXM>
Matthew	4	4	ܗܘ ܕܝܢ ܥܢܐ ܘܐܡܪ ܟܬܝܒ ܕܠܐ ܗܘܐ ܒܠܚܡܐ ܒܠܚܘܕ ܚܝܐ ܒܪܢܫܐ ܐܠܐ ܒܟܠ ܡܠܐ ܕܢܦܩܐ ܡܢ ܦܘܡܗ ܕܐܠܗܐ	HW DJN <N> W>MR KTJB DL> HW> BLXM> BLXWD XJ> BRNC> >L> BKL ML> DNPQ> MN PWMH D>LH>
Matthew	4	5	ܗܝܕܝܢ ܕܒܪܗ ܐܟܠܩܪܨܐ ܠܡܕܝܢܬ ܩܘܕܫܐ ܘܐܩܝܡܗ ܥܠ ܟܢܦܐ ܕܗܝܟܠܐ	HJDJN DBRH >KLQRY> LMDJNT QWDC> W>QJMH <L KNP> DHJKL>
Matthew	4	6	ܘܐܡܪ ܠܗ ܐܢ ܒܪܗ ܐܢܬ ܕܐܠܗܐ ܫܕܝ ܢܦܫܟ ܠܬܚܬ ܟܬܝܒ ܓܝܪ ܕܠܡܠܐܟܘܗܝ ܢܦܩܕ ܥܠܝܟ ܘܥܠ ܐܝܕܝܗܘܢ ܢܫܩܠܘܢܟ ܕܠܐ ܬܬܩܠ ܒܟܐܦܐ ܪܓܠܟ	W>MR LH >N BRH >NT D>LH> CDJ NPCK LTXT KTJB GJR DLML>KWHJ NPQD <LJK W<L >JDJHWN NCQLWNK DL> TTQL BK>P> RGLK
Matthew	4	7	ܐܡܪ ܠܗ ܝܫܘܥ ܬܘܒ ܟܬܝܒ ܕܠܐ ܬܢܣܐ ܠܡܪܝܐ ܐܠܗܟ	>MR LH JCW< TWB KTJB DL> TNS> LMRJ> >LHK
Matthew	4	8	ܬܘܒ ܕܒܪܗ ܐܟܠܩܪܨܐ ܠܛܘܪܐ ܕܛܒ ܪܡ ܘܚܘܝܗ ܟܠܗܝܢ ܡܠܟܘܬܐ ܕܥܠܡܐ ܘܫܘܒܚܗܝܢ	TWB DBRH >KLQRY> LVWR> DVB RM WXWJH KLHJN MLKWT> D<LM> WCWBXHJN
Matthew	4	9	ܘܐܡܪ ܠܗ ܗܠܝܢ ܟܠܗܝܢ ܠܟ ܐܬܠ ܐܢ ܬܦܠ ܬܣܓܘܕ ܠܝ	W>MR LH HLJN KLHJN LK >TL >N TPL TSGWD LJ
Matthew	4	10	ܗܝܕܝܢ ܐܡܪ ܠܗ ܝܫܘܥ ܙܠ ܠܟ ܣܛܢܐ ܟܬܝܒ ܓܝܪ ܕܠܡܪܝܐ ܐܠܗܟ ܬܣܓܘܕ ܘܠܗ ܒܠܚܘܕܘܗܝ ܬܦܠܘܚ	HJDJN >MR LH JCW< ZL LK SVN> KTJB GJR DLMRJ> >LHK TSGWD WLH BLXWDWHJ TPLWX
Matthew	4	11	ܗܝܕܝܢ ܫܒܩܗ ܐܟܠܩܪܨܐ ܘܗܐ ܡܠܐܟܐ ܩܪܒܘ ܘܡܫܡܫܝܢ ܗܘܘ ܠܗ	HJDJN CBQH >KLQRY> WH> ML>K> QRBW WMCMCJN HWW LH
Matthew	4	12	ܟܕ ܫܡܥ ܕܝܢ ܝܫܘܥ ܕܝܘܚܢܢ ܐܫܬܠܡ ܫܢܝ ܠܗ ܠܓܠܝܠܐ	KD CM< DJN JCW< DJWXNN >CTLM CNJ LH LGLJL>
Matthew	4	13	ܘܫܒܩܗ ܠܢܨܪܬ ܘܐܬܐ ܥܡܪ ܒܟܦܪܢܚܘܡ ܥܠ ܝܕ ܝܡܐ ܒܬܚܘܡܐ ܕܙܒܘܠܘܢ ܘܕܢܦܬܠܝ	WCBQH LNYRT W>T> <MR BKPRNXWM <L JD JM> BTXWM> DZBWLWN WDNPTLJ
Matthew	4	14	ܕܢܬܡܠܐ ܡܕܡ ܕܐܬܐܡܪ ܒܝܕ ܐܫܥܝܐ ܢܒܝܐ ܕܐܡܪ	DNTML> MDM D>T>MR BJD >C<J> NBJ> D>MR
Matthew	4	15	ܐܪܥܐ ܕܙܒܘܠܘܢ ܐܪܥܐ ܕܢܦܬܠܝ ܐܘܪܚܐ ܕܝܡܐ ܥܒܪܘܗܝ ܕܝܘܪܕܢܢ ܓܠܝܠܐ ܕܥܡܡܐ	>R<> DZBWLWN >R<> DNPTLJ >WRX> DJM> <BRWHJ DJWRDNN GLJL> D<MM>
Matthew	4	16	ܥܡܐ ܕܝܬܒ ܒܚܫܘܟܐ ܢܘܗܪܐ ܪܒܐ ܚܙܐ ܘܐܝܠܝܢ ܕܝܬܒܝܢ ܒܐܬܪܐ ܘܒܛܠܠܐ ܕܡܘܬܐ ܢܘܗܪܐ ܕܢܚ ܠܗܘܢ	<M> DJTB BXCWK> NWHR> RB> XZ> W>JLJN DJTBJN B>TR> WBVLL> DMWT> NWHR> DNX LHWN
Matthew	4	17	ܡܢ ܗܝܕܝܢ ܫܪܝ ܝܫܘܥ ܠܡܟܪܙܘ ܘܠܡܐܡܪ ܬܘܒܘ ܩܪܒܬ ܠܗ ܓܝܪ ܡܠܟܘܬܐ ܕܫܡܝܐ	MN HJDJN CRJ JCW< LMKRZW WLM>MR TWBW QRBT LH GJR MLKWT> DCMJ>
Matthew	4	18	ܘܟܕ ܡܗܠܟ ܥܠ ܝܕ ܝܡܐ ܕܓܠܝܠܐ ܚܙܐ ܬܪܝܢ ܐܚܝܢ ܫܡܥܘܢ ܕܐܬܩܪܝ ܟܐܦܐ ܘܐܢܕܪܐܘܣ ܐܚܘܗܝ ܕܪܡܝܢ ܡܨܝܕܬܐ ܒܝܡܐ ܐܝܬܝܗܘܢ ܗܘܘ ܓܝܪ ܨܝܕܐ	WKD MHLK <L JD JM> DGLJL> XZ> TRJN >XJN CM<WN D>TQRJ K>P> W>NDR>WS >XWHJ DRMJN MYJDT> BJM> >JTJHWN HWW GJR YJD>
Matthew	4	19	ܘܐܡܪ ܠܗܘܢ ܝܫܘܥ ܬܘ ܒܬܪܝ ܘܐܥܒܕܟܘܢ ܕܬܗܘܘܢ ܨܝܕܐ ܕܒܢܝ ܐܢܫܐ	W>MR LHWN JCW< TW BTRJ W><BDKWN DTHWWN YJD> DBNJ >NC>
Matthew	4	20	ܗܢܘܢ ܕܝܢ ܡܚܕܐ ܫܒܩܘ ܡܨܝܕܬܗܘܢ ܘܐܙܠܘ ܒܬܪܗ	HNWN DJN MXD> CBQW MYJDTHWN W>ZLW BTRH
Matthew	4	21	ܘܟܕ ܥܒܪ ܡܢ ܬܡܢ ܚܙܐ ܐܚܪܢܐ ܐܚܐ ܬܪܝܢ ܝܥܩܘܒ ܒܪ ܙܒܕܝ ܘܝܘܚܢܢ ܐܚܘܗܝ ܒܐܠܦܐ ܥܡ ܙܒܕܝ ܐܒܘܗܘܢ ܕܡܬܩܢܝܢ ܡܨܝܕܬܗܘܢ ܘܩܪܐ ܐܢܘܢ	WKD <BR MN TMN XZ> >XRN> >X> TRJN J<QWB BR ZBDJ WJWXNN >XWHJ B>LP> <M ZBDJ >BWHWN DMTQNJN MYJDTHWN WQR> >NWN
Matthew	4	22	ܗܢܘܢ ܕܝܢ ܡܚܕܐ ܫܒܩܘ ܠܐܠܦܐ ܘܠܐܒܘܗܘܢ ܘܐܙܠܘ ܒܬܪܗ	HNWN DJN MXD> CBQW L>LP> WL>BWHWN W>ZLW BTRH
Matthew	4	23	ܘܡܬܟܪܟ ܗܘܐ ܝܫܘܥ ܒܟܠܗ ܓܠܝܠܐ ܘܡܠܦ ܗܘܐ ܒܟܢܘܫܬܗܘܢ ܘܡܟܪܙ ܣܒܪܬܐ ܕܡܠܟܘܬܐ ܘܡܐܣܐ ܟܠ ܟܐܒ ܘܟܘܪܗܢ ܒܥܡܐ	WMTKRK HW> JCW< BKLH GLJL> WMLP HW> BKNWCTHWN WMKRZ SBRT> DMLKWT> WM>S> KL K>B WKWRHN B<M>
Matthew	4	24	ܘܐܫܬܡܥ ܛܒܗ ܒܟܠܗ ܣܘܪܝܐ ܘܩܪܒܘ ܠܗ ܟܠܗܘܢ ܐܝܠܝܢ ܕܒܝܫ ܒܝܫ ܥܒܝܕܝܢ ܒܟܘܪܗܢܐ ܡܫܚܠܦܐ ܘܐܝܠܝܢ ܕܐܠܝܨܝܢ ܒܬܫܢܝܩܐ ܘܕܝܘܢܐ ܘܕܒܪ ܐܓܪܐ ܘܡܫܪܝܐ ܘܐܣܝ ܐܢܘܢ	W>CTM< VBH BKLH SWRJ> WQRBW LH KLHWN >JLJN DBJC BJC <BJDJN BKWRHN> MCXLP> W>JLJN D>LJYJN BTCNJQ> WDJWN> WDBR >GR> WMCRJ> W>SJ >NWN
Matthew	4	25	ܘܐܙܠܘ ܒܬܪܗ ܟܢܫܐ ܣܓܝܐܐ ܡܢ ܓܠܝܠܐ ܘܡܢ ܥܣܪܬ-ܡܕܝܢܬܐ ܘܡܢ ܐܘܪܫܠܡ ܘܡܢ ܝܗܘܕ ܘܡܢ ܥܒܪܐ ܕܝܘܪܕܢܢ	W>ZLW BTRH KNC> SGJ>> MN GLJL> WMN <SRT-MDJNT> WMN >WRCLM WMN JHWD WMN <BR> DJWRDNN
Matthew	5	1	ܟܕ ܚܙܐ ܕܝܢ ܝܫܘܥ ܠܟܢܫܐ ܣܠܩ ܠܛܘܪܐ ܘܟܕ ܝܬܒ ܩܪܒܘ ܠܘܬܗ ܬܠܡܝܕܘܗܝ	KD XZ> DJN JCW< LKNC> SLQ LVWR> WKD JTB QRBW LWTH TLMJDWHJ
Matthew	5	2	ܘܦܬܚ ܦܘܡܗ ܘܡܠܦ ܗܘܐ ܠܗܘܢ ܘܐܡܪ	WPTX PWMH WMLP HW> LHWN W>MR
Matthew	5	3	ܛܘܒܝܗܘܢ ܠܡܣܟܢܐ ܒܪܘܚ ܕܕܝܠܗܘܢ ܗܝ ܡܠܟܘܬܐ ܕܫܡܝܐ	VWBJHWN LMSKN> BRWX DDJLHWN HJ MLKWT> DCMJ>
Matthew	5	4	ܛܘܒܝܗܘܢ ܠܐܒܝܠܐ ܕܗܢܘܢ ܢܬܒܝܐܘܢ	VWBJHWN L>BJL> DHNWN NTBJ>WN
Matthew	5	5	ܛܘܒܝܗܘܢ ܠܡܟܝܟܐ ܕܗܢܘܢ ܢܐܪܬܘܢ ܠܐܪܥܐ	VWBJHWN LMKJK> DHNWN N>RTWN L>R<>
Matthew	5	6	ܛܘܒܝܗܘܢ ܠܐܝܠܝܢ ܕܟܦܢܝܢ ܘܨܗܝܢ ܠܟܐܢܘܬܐ ܕܗܢܘܢ ܢܣܒܥܘܢ	VWBJHWN L>JLJN DKPNJN WYHJN LK>NWT> DHNWN NSB<WN
Matthew	5	7	ܛܘܒܝܗܘܢ ܠܡܪܚܡܢܐ ܕܥܠܝܗܘܢ ܢܗܘܘܢ ܪܚܡܐ	VWBJHWN LMRXMN> D<LJHWN NHWWN RXM>
Matthew	5	8	ܛܘܒܝܗܘܢ ܠܐܝܠܝܢ ܕܕܟܝܢ ܒܠܒܗܘܢ ܕܗܢܘܢ ܢܚܙܘܢ ܠܐܠܗܐ	VWBJHWN L>JLJN DDKJN BLBHWN DHNWN NXZWN L>LH>
Matthew	5	9	ܛܘܒܝܗܘܢ ܠܥܒܕܝ ܫܠܡܐ ܕܒܢܘܗܝ ܕܐܠܗܐ ܢܬܩܪܘܢ	VWBJHWN L<BDJ CLM> DBNWHJ D>LH> NTQRWN
Matthew	5	10	ܛܘܒܝܗܘܢ ܠܐܝܠܝܢ ܕܐܬܪܕܦܘ ܡܛܠ ܟܐܢܘܬܐ ܕܕܝܠܗܘܢ ܗܝ ܡܠܟܘܬܐ ܕܫܡܝܐ	VWBJHWN L>JLJN D>TRDPW MVL K>NWT> DDJLHWN HJ MLKWT> DCMJ>
Matthew	5	11	ܛܘܒܝܟܘܢ ܐܡܬܝ ܕܡܚܣܕܝܢ ܠܟܘܢ ܘܪܕܦܝܢ ܠܟܘܢ ܘܐܡܪܝܢ ܥܠܝܟܘܢ ܟܠ ܡܠܐ ܒܝܫܐ ܡܛܠܬܝ ܒܕܓܠܘܬܐ	VWBJKWN >MTJ DMXSDJN LKWN WRDPJN LKWN W>MRJN <LJKWN KL ML> BJC> MVLTJ BDGLWT>
Matthew	5	12	ܗܝܕܝܢ ܚܕܘ ܘܪܘܙܘ ܕܐܓܪܟܘܢ ܣܓܝ ܒܫܡܝܐ ܗܟܢܐ ܓܝܪ ܪܕܦܘ ܠܢܒܝܐ ܕܡܢ ܩܕܡܝܟܘܢ	HJDJN XDW WRWZW D>GRKWN SGJ BCMJ> HKN> GJR RDPW LNBJ> DMN QDMJKWN
Matthew	5	13	ܐܢܬܘܢ ܐܢܘܢ ܡܠܚܗ ܕܐܪܥܐ ܐܢܗܘ ܕܝܢ ܕܡܠܚܐ ܬܦܟܗ ܒܡܢܐ ܬܬܡܠܚ ܠܡܕܡ ܠܐ ܐܙܠܐ ܐܠܐ ܕܬܫܬܕܐ ܠܒܪ ܘܬܬܕܝܫ ܡܢ ܐܢܫܐ	>NTWN >NWN MLXH D>R<> >NHW DJN DMLX> TPKH BMN> TTMLX LMDM L> >ZL> >L> DTCTD> LBR WTTDJC MN >NC>
Matthew	5	14	ܐܢܬܘܢ ܐܢܘܢ ܢܘܗܪܗ ܕܥܠܡܐ ܠܐ ܡܫܟܚܐ ܕܬܛܫܐ ܡܕܝܢܬܐ ܕܥܠ ܛܘܪܐ ܒܢܝܐ	>NTWN >NWN NWHRH D<LM> L> MCKX> DTVC> MDJNT> D<L VWR> BNJ>
Matthew	5	15	ܘܠܐ ܡܢܗܪܝܢ ܫܪܓܐ ܘܣܝܡܝܢ ܠܗ ܬܚܝܬ ܣܐܬܐ ܐܠܐ ܥܠ ܡܢܪܬܐ ܘܡܢܗܪ ܠܟܠ ܐܝܠܝܢ ܕܒܒܝܬܐ ܐܢܘܢ	WL> MNHRJN CRG> WSJMJN LH TXJT S>T> >L> <L MNRT> WMNHR LKL >JLJN DBBJT> >NWN
Matthew	5	16	ܗܟܢܐ ܢܢܗܪ ܢܘܗܪܟܘܢ ܩܕܡ ܒܢܝܢܫܐ ܕܢܚܙܘܢ ܥܒܕܝܟܘܢ ܛܒܐ ܘܢܫܒܚܘܢ ܠܐܒܘܟܘܢ ܕܒܫܡܝܐ	HKN> NNHR NWHRKWN QDM BNJNC> DNXZWN <BDJKWN VB> WNCBXWN L>BWKWN DBCMJ>
Matthew	5	17	ܠܐ ܬܣܒܪܘܢ ܕܐܬܝܬ ܕܐܫܪܐ ܢܡܘܣܐ ܐܘ ܢܒܝܐ ܠܐ ܐܬܝܬ ܕܐܫܪܐ ܐܠܐ ܕܐܡܠܐ	L> TSBRWN D>TJT D>CR> NMWS> >W NBJ> L> >TJT D>CR> >L> D>ML>
Matthew	5	18	ܐܡܝܢ ܓܝܪ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܥܕܡܐ ܕܢܥܒܪܘܢ ܫܡܝܐ ܘܐܪܥܐ ܝܘܕ ܚܕܐ ܐܘ ܚܕ ܣܪܛܐ ܠܐ ܢܥܒܪ ܡܢ ܢܡܘܣܐ ܥܕܡܐ ܕܟܠ ܢܗܘܐ	>MJN GJR >MR >N> LKWN D<DM> DN<BRWN CMJ> W>R<> JWD XD> >W XD SRV> L> N<BR MN NMWS> <DM> DKL NHW>
Matthew	5	19	ܟܠ ܡܢ ܗܟܝܠ ܕܢܫܪܐ ܚܕ ܡܢ ܦܘܩܕܢܐ ܗܠܝܢ ܙܥܘܪܐ ܘܢܠܦ ܗܟܢܐ ܠܒܢܝܢܫܐ ܒܨܝܪܐ ܢܬܩܪܐ ܒܡܠܟܘܬܐ ܕܫܡܝܐ ܟܠ ܕܝܢ ܕܢܥܒܕ ܘܢܠܦ ܗܢܐ ܪܒܐ ܢܬܩܪܐ ܒܡܠܟܘܬܐ ܕܫܡܝܐ	KL MN HKJL DNCR> XD MN PWQDN> HLJN Z<WR> WNLP HKN> LBNJNC> BYJR> NTQR> BMLKWT> DCMJ> KL DJN DN<BD WNLP HN> RB> NTQR> BMLKWT> DCMJ>
Matthew	5	20	ܐܡܪ ܐܢܐ ܠܟܘܢ ܓܝܪ ܕܐܠܐ ܬܐܬܪ ܟܐܢܘܬܟܘܢ ܝܬܝܪ ܡܢ ܕܣܦܪܐ ܘܦܪܝܫܐ ܠܐ ܬܥܠܘܢ ܠܡܠܟܘܬܐ ܕܫܡܝܐ	>MR >N> LKWN GJR D>L> T>TR K>NWTKWN JTJR MN DSPR> WPRJC> L> T<LWN LMLKWT> DCMJ>
Matthew	5	21	ܫܡܥܬܘܢ ܕܐܬܐܡܪ ܠܩܕܡܝܐ ܠܐ ܬܩܛܘܠ ܘܟܠ ܕܢܩܛܘܠ ܡܚܝܒ ܗܘ ܠܕܝܢܐ	CM<TWN D>T>MR LQDMJ> L> TQVWL WKL DNQVWL MXJB HW LDJN>
Matthew	5	22	ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܟܠ ܡܢ ܕܢܪܓܙ ܥܠ ܐܚܘܗܝ ܐܝܩܐ ܡܚܝܒ ܗܘ ܠܕܝܢܐ ܘܟܠ ܕܢܐܡܪ ܠܐܚܘܗܝ ܪܩܐ ܡܚܝܒ ܗܘ ܠܟܢܘܫܬܐ ܘܡܢ ܕܢܐܡܪ ܠܠܐ ܡܚܝܒ ܗܘ ܠܓܗܢܐ ܕܢܘܪܐ	>N> DJN >MR >N> LKWN DKL MN DNRGZ <L >XWHJ >JQ> MXJB HW LDJN> WKL DN>MR L>XWHJ RQ> MXJB HW LKNWCT> WMN DN>MR LL> MXJB HW LGHN> DNWR>
Matthew	5	23	ܐܢ ܗܘ ܗܟܝܠ ܕܡܩܪܒ ܐܢܬ ܩܘܪܒܢܟ ܥܠ ܡܕܒܚܐ ܘܬܡܢ ܬܬܕܟܪ ܕܐܚܝܕ ܥܠܝܟ ܐܚܘܟ ܐܟܬܐ ܡܕܡ	>N HW HKJL DMQRB >NT QWRBNK <L MDBX> WTMN TTDKR D>XJD <LJK >XWK >KT> MDM
Matthew	5	24	ܫܒܘܩ ܬܡܢ ܩܘܪܒܢܟ ܩܕܡ ܡܕܒܚܐ ܘܙܠ ܠܘܩܕܡ ܐܬܪܥܐ ܥܡ ܐܚܘܟ ܘܗܝܕܝܢ ܬܐ ܩܪܒ ܩܘܪܒܢܟ	CBWQ TMN QWRBNK QDM MDBX> WZL LWQDM >TR<> <M >XWK WHJDJN T> QRB QWRBNK
Matthew	5	25	ܗܘܝܬ ܡܬܐܘܐ ܥܡ ܒܥܠ ܕܝܢܟ ܥܓܠ ܥܕ ܥܡܗ ܐܢܬ ܒܐܘܪܚܐ ܕܠܡܐ ܒܥܠ ܕܝܢܟ ܢܫܠܡܟ ܠܕܝܢܐ ܘܕܝܢܐ ܢܫܠܡܟ ܠܓܒܝܐ ܘܬܦܠ ܒܝܬ ܐܣܝܪܐ	HWJT MT>W> <M B<L DJNK <GL <D <MH >NT B>WRX> DLM> B<L DJNK NCLMK LDJN> WDJN> NCLMK LGBJ> WTPL BJT >SJR>
Matthew	5	26	ܘܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟ ܕܠܐ ܬܦܘܩ ܡܢ ܬܡܢ ܥܕܡܐ ܕܬܬܠ ܫܡܘܢܐ ܐܚܪܝܐ	W>MJN >MR >N> LK DL> TPWQ MN TMN <DM> DTTL CMWN> >XRJ>
Matthew	5	27	ܫܡܥܬܘܢ ܕܐܬܐܡܪ ܕܠܐ ܬܓܘܪ	CM<TWN D>T>MR DL> TGWR
Matthew	5	28	ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܟܠ ܡܢ ܕܚܙܐ ܐܢܬܬܐ ܐܝܟ ܕܢܪܓܝܗ ܡܚܕܐ ܓܪܗ ܒܠܒܗ	>N> DJN >MR >N> LKWN DKL MN DXZ> >NTT> >JK DNRGJH MXD> GRH BLBH
Matthew	5	29	ܐܢ ܕܝܢ ܥܝܢܟ ܕܝܡܝܢܐ ܡܟܫܠܐ ܠܟ ܚܨܝܗ ܘܫܕܝܗ ܡܢܟ ܦܩܚ ܠܟ ܓܝܪ ܕܢܐܒܕ ܚܕ ܗܕܡܟ ܘܠܐ ܟܠܗ ܦܓܪܟ ܢܦܠ ܒܓܗܢܐ	>N DJN <JNK DJMJN> MKCL> LK XYJH WCDJH MNK PQX LK GJR DN>BD XD HDMK WL> KLH PGRK NPL BGHN>
Matthew	5	30	ܘܐܢ ܐܝܕܟ ܕܝܡܝܢܐ ܡܟܫܠܐ ܠܟ ܦܣܘܩ ܫܕܝܗ ܡܢܟ ܦܩܚ ܠܟ ܓܝܪ ܕܢܐܒܕ ܚܕ ܡܢ ܗܕܡܝܟ ܘܠܐ ܟܠܗ ܦܓܪܟ ܢܦܠ ܒܓܗܢܐ	W>N >JDK DJMJN> MKCL> LK PSWQ CDJH MNK PQX LK GJR DN>BD XD MN HDMJK WL> KLH PGRK NPL BGHN>
Matthew	5	31	ܐܬܐܡܪ ܕܡܢ ܕܫܪܐ ܐܢܬܬܗ ܢܬܠ ܠܗ ܟܬܒܐ ܕܕܘܠܠܐ	>T>MR DMN DCR> >NTTH NTL LH KTB> DDWLL>
Matthew	5	32	ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܟܠ ܡܢ ܕܫܪܐ ܐܢܬܬܗ ܠܒܪ ܡܢ ܡܠܬܐ ܕܙܢܝܘܬܐ ܥܒܕ ܠܗ ܕܬܓܘܪ ܘܡܢ ܕܫܩܠ ܫܒܝܩܬܐ ܓܐܪ	>N> DJN >MR >N> LKWN DKL MN DCR> >NTTH LBR MN MLT> DZNJWT> <BD LH DTGWR WMN DCQL CBJQT> G>R
Matthew	5	33	ܬܘܒ ܫܡܥܬܘܢ ܕܐܬܐܡܪ ܠܩܕܡܝܐ ܕܠܐ ܬܕܓܠ ܒܡܘܡܬܟ ܬܫܠܡ ܕܝܢ ܠܡܪܝܐ ܡܘܡܬܟ	TWB CM<TWN D>T>MR LQDMJ> DL> TDGL BMWMTK TCLM DJN LMRJ> MWMTK
Matthew	5	34	ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܠܐ ܬܐܡܘܢ ܣܟ ܠܐ ܒܫܡܝܐ ܕܟܘܪܣܝܐ ܗܘ ܕܐܠܗܐ	>N> DJN >MR >N> LKWN L> T>MWN SK L> BCMJ> DKWRSJ> HW D>LH>
Matthew	5	35	ܘܠܐ ܒܐܪܥܐ ܕܟܘܒܫܐ ܗܝ ܕܬܚܝܬ ܪܓܠܘܗܝ ܐܦܠܐ ܒܐܘܪܝܫܠܡ ܕܡܕܝܢܬܗ ܗܝ ܕܡܠܟܐ ܪܒܐ	WL> B>R<> DKWBC> HJ DTXJT RGLWHJ >PL> B>WRJCLM DMDJNTH HJ DMLK> RB>
Matthew	5	36	ܐܦܠܐ ܒܪܫܟ ܬܐܡܐ ܕܠܐ ܡܫܟܚ ܐܢܬ ܠܡܥܒܕ ܒܗ ܡܢܬܐ ܚܕܐ ܕܣܥܪܐ ܐܘܟܡܬܐ ܐܘ ܚܘܪܬܐ	>PL> BRCK T>M> DL> MCKX >NT LM<BD BH MNT> XD> DS<R> >WKMT> >W XWRT>
Matthew	5	37	ܐܠܐ ܬܗܘܐ ܡܠܬܟܘܢ ܐܝܢ ܐܝܢ ܘܠܐ ܠܐ ܡܕܡ ܕܡܢ ܗܠܝܢ ܝܬܝܪ ܡܢ ܒܝܫܐ ܗܘ	>L> THW> MLTKWN >JN >JN WL> L> MDM DMN HLJN JTJR MN BJC> HW
Matthew	5	38	ܫܡܥܬܘܢ ܕܐܬܐܡܪ ܕܥܝܢܐ ܚܠܦ ܥܝܢܐ ܘܫܢܐ ܚܠܦ ܫܢܐ	CM<TWN D>T>MR D<JN> XLP <JN> WCN> XLP CN>
Matthew	5	39	ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܠܐ ܬܩܘܡܘܢ ܠܘܩܒܠ ܒܝܫܐ ܐܠܐ ܡܢ ܕܡܚܐ ܠܟ ܥܠ ܦܟܟ ܕܝܡܝܢܐ ܐܦܢܐ ܠܗ ܐܦ ܐܚܪܢܐ	>N> DJN >MR >N> LKWN DL> TQWMWN LWQBL BJC> >L> MN DMX> LK <L PKK DJMJN> >PN> LH >P >XRN>
Matthew	5	40	ܘܡܢ ܕܨܒܐ ܕܢܕܘܢ ܥܡܟ ܘܢܫܩܘܠ ܟܘܬܝܢܟ ܫܒܘܩ ܠܗ ܐܦ ܡܪܛܘܛܟ	WMN DYB> DNDWN <MK WNCQWL KWTJNK CBWQ LH >P MRVWVK
Matthew	5	41	ܡܢ ܕܡܫܚܪ ܠܟ ܡܝܠܐ ܚܕ ܙܠ ܥܡܗ ܬܪܝܢ	MN DMCXR LK MJL> XD ZL <MH TRJN
Matthew	5	42	ܡܢ ܕܫܐܠ ܠܟ ܗܒ ܠܗ ܘܡܢ ܕܨܒܐ ܕܢܐܙܦ ܡܢܟ ܠܐ ܬܟܠܝܘܗܝ	MN DC>L LK HB LH WMN DYB> DN>ZP MNK L> TKLJWHJ
Matthew	5	43	ܫܡܥܬܘܢ ܕܐܬܐܡܪ ܕܪܚܡ ܠܩܪܝܒܟ ܘܣܢܝ ܠܒܥܠܕܒܒܟ	CM<TWN D>T>MR DRXM LQRJBK WSNJ LB<LDBBK
Matthew	5	44	ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܐܚܒܘ ܠܒܥܠܕܒܒܝܟܘܢ ܘܒܪܟܘ ܠܡܢ ܕܠܐܛ ܠܟܘܢ ܘܥܒܕܘ ܕܫܦܝܪ ܠܡܢ ܕܣܢܐ ܠܟܘܢ ܘܨܠܘ ܥܠ ܐܝܠܝܢ ܕܕܒܪܝܢ ܠܟܘܢ ܒܩܛܝܪܐ ܘܪܕܦܝܢ ܠܟܘܢ	>N> DJN >MR >N> LKWN >XBW LB<LDBBJKWN WBRKW LMN DL>V LKWN W<BDW DCPJR LMN DSN> LKWN WYLW <L >JLJN DDBRJN LKWN BQVJR> WRDPJN LKWN
Matthew	5	45	ܐܝܟܢܐ ܕܬܗܘܘܢ ܒܢܘܗܝ ܕܐܒܘܟܘܢ ܕܒܫܡܝܐ ܗܘ ܕܡܕܢܚ ܫܡܫܗ ܥܠ ܛܒܐ ܘܥܠ ܒܝܫܐ ܘܡܚܬ ܡܛܪܗ ܥܠ ܟܐܢܐ ܘܥܠ ܥܘܠܐ	>JKN> DTHWWN BNWHJ D>BWKWN DBCMJ> HW DMDNX CMCH <L VB> W<L BJC> WMXT MVRH <L K>N> W<L <WL>
