book	chapter	verse	greek_text	lemmatized_text
Matthew	3	13	Τότε παραγίνεται ὁ Ἰησοῦς ἀπὸ τῆς Γαλιλαίας ἐπὶ τὸν Ἰορδάνην πρὸς τὸν Ἰωάννην τοῦ βαπτισθῆναι ὑπ’ αὐτοῦ.	τότε παραγίνομαι ὁ Ἰησοῦς ἀπό ὁ Γαλιλαία ἐπί ὁ Ἰορδάνης πρός ὁ Ἰωάννης ὁ βαπτίζω ὑπό αὐτός
Matthew	3	14	ὁ δὲ ⸀Ἰωάννης διεκώλυεν αὐτὸν λέγων· Ἐγὼ χρείαν ἔχω ὑπὸ σοῦ βαπτισθῆναι, καὶ σὺ ἔρχῃ πρός με;	ὁ δέ Ἰωάννης διακωλύω αὐτός λέγω ἐγώ χρεία ἔχω ὑπό σύ βαπτίζω καί σύ ἔρχομαι πρός ἐγώ
Matthew	3	15	ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν ⸂πρὸς αὐτόν⸃· Ἄφες ἄρτι, οὕτως γὰρ πρέπον ἐστὶν ἡμῖν πληρῶσαι πᾶσαν δικαιοσύνην. τότε ἀφίησιν αὐτόν.	ἀποκρίνομαι δέ ὁ Ἰησοῦς λέγω πρός αὐτός ἀφίημι ἄρτι οὕτω(ς) γάρ πρέπω εἰμί ἐγώ πληρόω πᾶς δικαιοσύνη τότε ἀφίημι αὐτός
Matthew	3	16	⸂βαπτισθεὶς δὲ⸃ ὁ Ἰησοῦς ⸂εὐθὺς ἀνέβη⸃ ἀπὸ τοῦ ὕδατος· καὶ ἰδοὺ ⸀ἠνεῴχθησαν οἱ οὐρανοί, καὶ εἶδεν ⸀πνεῦμα θεοῦ καταβαῖνον ὡσεὶ ⸀περιστερὰν ἐρχόμενον ἐπ’ αὐτόν·	βαπτίζω δέ ὁ Ἰησοῦς εὐθύς ἀναβαίνω ἀπό ὁ ὕδωρ καί ἰδού ἀνοίγω ὁ οὐρανός καί ὁράω πνεῦμα θεός καταβαίνω ὡσεί περιστερά ἔρχομαι ἐπί αὐτός
Matthew	3	17	καὶ ἰδοὺ φωνὴ ἐκ τῶν οὐρανῶν λέγουσα· Οὗτός ἐστιν ὁ υἱός μου ὁ ἀγαπητός, ἐν ᾧ εὐδόκησα.	καί ἰδού φωνή ἐκ ὁ οὐρανός λέγω οὗτος εἰμί ὁ υἱός ἐγώ ὁ ἀγαπητός ἐν ὅς εὐδοκέω
Matthew	4	1	Τότε ὁ Ἰησοῦς ἀνήχθη εἰς τὴν ἔρημον ὑπὸ τοῦ πνεύματος, πειρασθῆναι ὑπὸ τοῦ διαβόλου.	τότε ὁ Ἰησοῦς ἀνάγω εἰς ὁ ἔρημος ὑπό ὁ πνεῦμα πειράζω ὑπό ὁ διάβολος
Matthew	4	2	καὶ νηστεύσας ἡμέρας τεσσεράκοντα καὶ νύκτας τεσσεράκοντα ὕστερον ἐπείνασεν.	καί νηστεύω ἡμέρα τεσσεράκοντα καί νύξ τεσσεράκοντα ὕστερος πεινάω
Matthew	4	3	καὶ προσελθὼν ⸂ὁ πειράζων εἶπεν αὐτῷ⸃· Εἰ υἱὸς εἶ τοῦ θεοῦ, εἰπὲ ἵνα οἱ λίθοι οὗτοι ἄρτοι γένωνται.	καί προσέρχομαι ὁ πειράζω λέγω αὐτός εἰ υἱός εἰμί ὁ θεός λέγω ἵνα ὁ λίθος οὗτος ἄρτος γίνομαι
Matthew	4	4	ὁ δὲ ἀποκριθεὶς εἶπεν· Γέγραπται· Οὐκ ἐπ’ ἄρτῳ μόνῳ ζήσεται ⸀ὁ ἄνθρωπος, ἀλλ’ ⸀ἐπὶ παντὶ ῥήματι ἐκπορευομένῳ διὰ στόματος θεοῦ.	ὁ δέ ἀποκρίνομαι λέγω γράφω οὐ ἐπί ἄρτος μόνος ζάω ὁ ἄνθρωπος ἀλλά ἐπί πᾶς ῥῆμα ἐκπορεύομαι διά στόμα θεός
Matthew	4	5	Τότε παραλαμβάνει αὐτὸν ὁ διάβολος εἰς τὴν ἁγίαν πόλιν, καὶ ⸀ἔστησεν αὐτὸν ἐπὶ τὸ πτερύγιον τοῦ ἱεροῦ,	τότε παραλαμβάνω αὐτός ὁ διάβολος εἰς ὁ ἅγιος πόλις καί ἵστημι αὐτός ἐπί ὁ πτερύγιον ὁ ἱερός
Matthew	4	6	καὶ λέγει αὐτῷ· Εἰ υἱὸς εἶ τοῦ θεοῦ, βάλε σεαυτὸν κάτω· γέγραπται γὰρ ὅτι Τοῖς ἀγγέλοις αὐτοῦ ἐντελεῖται περὶ σοῦ καὶ ἐπὶ χειρῶν ἀροῦσίν σε, μήποτε προσκόψῃς πρὸς λίθον τὸν πόδα σου.	καί λέγω αὐτός εἰ υἱός εἰμί ὁ θεός βάλλω σεαυτοῦ κάτω γράφω γάρ ὅτι ὁ ἄγγελος αὐτός ἐντέλλομαι περί σύ καί ἐπί χείρ αἴρω σύ μήποτε προσκόπτω πρός λίθος ὁ πούς σύ
Matthew	4	7	ἔφη αὐτῷ ὁ Ἰησοῦς· Πάλιν γέγραπται· Οὐκ ἐκπειράσεις κύριον τὸν θεόν σου.	φημί αὐτός ὁ Ἰησοῦς πάλιν γράφω οὐ ἐκπειράζω κύριος ὁ θεός σύ
Matthew	4	8	Πάλιν παραλαμβάνει αὐτὸν ὁ διάβολος εἰς ὄρος ὑψηλὸν λίαν, καὶ δείκνυσιν αὐτῷ πάσας τὰς βασιλείας τοῦ κόσμου καὶ τὴν δόξαν αὐτῶν	πάλιν παραλαμβάνω αὐτός ὁ διάβολος εἰς ὄρος ὑψηλός λίαν καί δείκνυμι αὐτός πᾶς ὁ βασιλεία ὁ κόσμος καί ὁ δόξα αὐτός
Matthew	4	9	καὶ ⸀εἶπεν αὐτῷ· Ταῦτά ⸂σοι πάντα⸃ δώσω, ἐὰν πεσὼν προσκυνήσῃς μοι.	καί λέγω αὐτός οὗτος σύ πᾶς δίδωμι ἐάν πίπτω προσκυνέω ἐγώ
Matthew	4	10	τότε λέγει αὐτῷ ὁ Ἰησοῦς· ⸀Ὕπαγε, Σατανᾶ· γέγραπται γάρ· Κύριον τὸν θεόν σου προσκυνήσεις καὶ αὐτῷ μόνῳ λατρεύσεις.	τότε λέγω αὐτός ὁ Ἰησοῦς ὑπάγω Σατανᾶς γράφω γάρ κύριος ὁ θεός σύ προσκυνέω καί αὐτός μόνος λατρεύω
Matthew	4	11	τότε ἀφίησιν αὐτὸν ὁ διάβολος, καὶ ἰδοὺ ἄγγελοι προσῆλθον καὶ διηκόνουν αὐτῷ.	τότε ἀφίημι αὐτός ὁ διάβολος καί ἰδού ἄγγελος προσέρχομαι καί διακονέω αὐτός
Matthew	4	12	Ἀκούσας ⸀δὲ ὅτι Ἰωάννης παρεδόθη ἀνεχώρησεν εἰς τὴν Γαλιλαίαν.	ἀκούω δέ ὅτι Ἰωάννης παραδίδωμι ἀναχωρέω εἰς ὁ Γαλιλαία
Matthew	4	13	καὶ καταλιπὼν τὴν Ναζαρὰ ἐλθὼν κατῴκησεν εἰς Καφαρναοὺμ τὴν παραθαλασσίαν ἐν ὁρίοις Ζαβουλὼν καὶ Νεφθαλίμ·	καί καταλείπω ὁ Ναζαρά ἔρχομαι κατοικέω εἰς Καφαρναούμ ὁ παραθαλάσσιος ἐν ὅριον Ζαβουλών καί Νεφθαλίμ
Matthew	4	14	ἵνα πληρωθῇ τὸ ῥηθὲν διὰ Ἠσαΐου τοῦ προφήτου λέγοντος·	ἵνα πληρόω ὁ λέγω διά Ἠσαΐας ὁ προφήτης λέγω
Matthew	4	15	Γῆ Ζαβουλὼν καὶ γῆ Νεφθαλίμ, ὁδὸν θαλάσσης, πέραν τοῦ Ἰορδάνου, Γαλιλαία τῶν ἐθνῶν,	γῆ Ζαβουλών καί γῆ Νεφθαλίμ ὁδός θάλασσα πέραν ὁ Ἰορδάνης Γαλιλαία ὁ ἔθνος
Matthew	4	16	ὁ λαὸς ὁ καθήμενος ἐν ⸀σκοτίᾳ ⸂φῶς εἶδεν⸃ μέγα, καὶ τοῖς καθημένοις ἐν χώρᾳ καὶ σκιᾷ θανάτου φῶς ἀνέτειλεν αὐτοῖς.	ὁ λαός ὁ κάθημαι ἐν σκοτία φῶς ὁράω μέγας καί ὁ κάθημαι ἐν χώρα καί σκιά θάνατος φῶς ἀνατέλλω αὐτός
Matthew	4	17	Ἀπὸ τότε ἤρξατο ὁ Ἰησοῦς κηρύσσειν καὶ λέγειν· Μετανοεῖτε, ἤγγικεν γὰρ ἡ βασιλεία τῶν οὐρανῶν.	ἀπό τότε ἄρχω ὁ Ἰησοῦς κηρύσσω καί λέγω μετανοέω ἐγγίζω γάρ ὁ βασιλεία ὁ οὐρανός
Matthew	4	18	Περιπατῶν δὲ παρὰ τὴν θάλασσαν τῆς Γαλιλαίας εἶδεν δύο ἀδελφούς, Σίμωνα τὸν λεγόμενον Πέτρον καὶ Ἀνδρέαν τὸν ἀδελφὸν αὐτοῦ, βάλλοντας ἀμφίβληστρον εἰς τὴν θάλασσαν, ἦσαν γὰρ ἁλιεῖς·	περιπατέω δέ παρά ὁ θάλασσα ὁ Γαλιλαία ὁράω δύο ἀδελφός Σίμων ὁ λέγω Πέτρος καί Ἀνδρέας ὁ ἀδελφός αὐτός βάλλω ἀμφίβληστρον εἰς ὁ θάλασσα εἰμί γάρ ἁλιεύς
Matthew	4	19	καὶ λέγει αὐτοῖς· Δεῦτε ὀπίσω μου, καὶ ποιήσω ὑμᾶς ἁλιεῖς ἀνθρώπων.	καί λέγω αὐτός δεῦτε ὀπίσω ἐγώ καί ποιέω σύ ἁλιεύς ἄνθρωπος
Matthew	4	20	οἱ δὲ εὐθέως ἀφέντες τὰ δίκτυα ἠκολούθησαν αὐτῷ.	ὁ δέ εὐθέως ἀφίημι ὁ δίκτυον ἀκολουθέω αὐτός
Matthew	4	21	Καὶ προβὰς ἐκεῖθεν εἶδεν ἄλλους δύο ἀδελφούς, Ἰάκωβον τὸν τοῦ Ζεβεδαίου καὶ Ἰωάννην τὸν ἀδελφὸν αὐτοῦ, ἐν τῷ πλοίῳ μετὰ Ζεβεδαίου τοῦ πατρὸς αὐτῶν καταρτίζοντας τὰ δίκτυα αὐτῶν, καὶ ἐκάλεσεν αὐτούς.	καί προβαίνω ἐκεῖθεν ὁράω ἄλλος δύο ἀδελφός Ἰάκωβος ὁ ὁ Ζεβεδαῖος καί Ἰωάννης ὁ ἀδελφός αὐτός ἐν ὁ πλοῖον μετά Ζεβεδαῖος ὁ πατήρ αὐτός καταρτίζω ὁ δίκτυον αὐτός καί καλέω αὐτός
Matthew	4	22	οἱ δὲ εὐθέως ἀφέντες τὸ πλοῖον καὶ τὸν πατέρα αὐτῶν ἠκολούθησαν αὐτῷ.	ὁ δέ εὐθέως ἀφίημι ὁ πλοῖον καί ὁ πατήρ αὐτός ἀκολουθέω αὐτός
Matthew	4	23	Καὶ περιῆγεν ⸂ἐν ὅλῃ τῇ Γαλιλαίᾳ⸃, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν καὶ κηρύσσων τὸ εὐαγγέλιον τῆς βασιλείας καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν μαλακίαν ἐν τῷ λαῷ.	καί περιάγω ἐν ὅλος ὁ Γαλιλαία διδάσκω ἐν ὁ συναγωγή αὐτός καί κηρύσσω ὁ εὐαγγέλιον ὁ βασιλεία καί θεραπεύω πᾶς νόσος καί πᾶς μαλακία ἐν ὁ λαός
Matthew	4	24	καὶ ἀπῆλθεν ἡ ἀκοὴ αὐτοῦ εἰς ὅλην τὴν Συρίαν· καὶ προσήνεγκαν αὐτῷ πάντας τοὺς κακῶς ἔχοντας ποικίλαις νόσοις καὶ βασάνοις ⸀συνεχομένους, δαιμονιζομένους καὶ σεληνιαζομένους καὶ παραλυτικούς, καὶ ἐθεράπευσεν αὐτούς.	καί ἀπέρχομαι ὁ ἀκοή αὐτός εἰς ὅλος ὁ Συρία καί προσφέρω αὐτός πᾶς ὁ κακῶς ἔχω ποικίλος νόσος καί βάσανος συνέχω δαιμονίζομαι καί σεληνιάζομαι καί παραλυτικός καί θεραπεύω αὐτός
Matthew	4	25	καὶ ἠκολούθησαν αὐτῷ ὄχλοι πολλοὶ ἀπὸ τῆς Γαλιλαίας καὶ Δεκαπόλεως καὶ Ἱεροσολύμων καὶ Ἰουδαίας καὶ πέραν τοῦ Ἰορδάνου.	καί ἀκολουθέω αὐτός ὄχλος πολύς ἀπό ὁ Γαλιλαία καί Δεκάπολις καί Ἱεροσόλυμα καί Ἰουδαία καί πέραν ὁ Ἰορδάνης
Matthew	5	1	Ἰδὼν δὲ τοὺς ὄχλους ἀνέβη εἰς τὸ ὄρος· καὶ καθίσαντος αὐτοῦ προσῆλθαν αὐτῷ οἱ μαθηταὶ αὐτοῦ·	ὁράω δέ ὁ ὄχλος ἀναβαίνω εἰς ὁ ὄρος καί καθίζω αὐτός προσέρχομαι αὐτός ὁ μαθητής αὐτός
Matthew	5	2	καὶ ἀνοίξας τὸ στόμα αὐτοῦ ἐδίδασκεν αὐτοὺς λέγων·	καί ἀνοίγω ὁ στόμα αὐτός διδάσκω αὐτός λέγω
Matthew	5	3	Μακάριοι οἱ πτωχοὶ τῷ πνεύματι, ὅτι αὐτῶν ἐστιν ἡ βασιλεία τῶν οὐρανῶν.	μακάριος ὁ πτωχός ὁ πνεῦμα ὅτι αὐτός εἰμί ὁ βασιλεία ὁ οὐρανός
Matthew	5	4	μακάριοι οἱ πενθοῦντες, ὅτι αὐτοὶ παρακληθήσονται.	μακάριος ὁ πενθέω ὅτι αὐτός παρακαλέω
Matthew	5	5	μακάριοι οἱ πραεῖς, ὅτι αὐτοὶ κληρονομήσουσι τὴν γῆν.	μακάριος ὁ πραΰς ὅτι αὐτός κληρονομέω ὁ γῆ
Matthew	5	6	μακάριοι οἱ πεινῶντες καὶ διψῶντες τὴν δικαιοσύνην, ὅτι αὐτοὶ χορτασθήσονται.	μακάριος ὁ πεινάω καί διψάω ὁ δικαιοσύνη ὅτι αὐτός χορτάζω
Matthew	5	7	μακάριοι οἱ ἐλεήμονες, ὅτι αὐτοὶ ἐλεηθήσονται.	μακάριος ὁ ἐλεήμων ὅτι αὐτός ἐλεάω
Matthew	5	8	μακάριοι οἱ καθαροὶ τῇ καρδίᾳ, ὅτι αὐτοὶ τὸν θεὸν ὄψονται.	μακάριος ὁ καθαρός ὁ καρδία ὅτι αὐτός ὁ θεός ὁράω
Matthew	5	9	μακάριοι οἱ εἰρηνοποιοί, ὅτι αὐτοὶ υἱοὶ θεοῦ κληθήσονται.	μακάριος ὁ εἰρηνοποιός ὅτι αὐτός υἱός θεός καλέω
Matthew	5	10	μακάριοι οἱ δεδιωγμένοι ἕνεκεν δικαιοσύνης, ὅτι αὐτῶν ἐστιν ἡ βασιλεία τῶν οὐρανῶν.	μακάριος ὁ διώκω ἕνεκεν δικαιοσύνη ὅτι αὐτός εἰμί ὁ βασιλεία ὁ οὐρανός
Matthew	5	11	μακάριοί ἐστε ὅταν ὀνειδίσωσιν ὑμᾶς καὶ διώξωσιν καὶ εἴπωσιν πᾶν ⸀πονηρὸν καθ’ ὑμῶν ψευδόμενοι ἕνεκεν ἐμοῦ.	μακάριος εἰμί ὅταν ὀνειδίζω σύ καί διώκω καί λέγω πᾶς πονηρός κατά σύ ψεύδομαι ἕνεκεν ἐγώ
Matthew	5	12	χαίρετε καὶ ἀγαλλιᾶσθε, ὅτι ὁ μισθὸς ὑμῶν πολὺς ἐν τοῖς οὐρανοῖς· οὕτως γὰρ ἐδίωξαν τοὺς προφήτας τοὺς πρὸ ὑμῶν.	χαίρω καί ἀγαλλιάω ὅτι ὁ μισθός σύ πολύς ἐν ὁ οὐρανός οὕτω(ς) γάρ διώκω ὁ προφήτης ὁ πρό σύ
Matthew	5	13	Ὑμεῖς ἐστε τὸ ἅλας τῆς γῆς· ἐὰν δὲ τὸ ἅλας μωρανθῇ, ἐν τίνι ἁλισθήσεται; εἰς οὐδὲν ἰσχύει ἔτι εἰ μὴ ⸂βληθὲν ἔξω⸃ καταπατεῖσθαι ὑπὸ τῶν ἀνθρώπων.	σύ εἰμί ὁ ἅλας ὁ γῆ ἐάν δέ ὁ ἅλας μωραίνω ἐν τίς ἁλίζω εἰς οὐδείς ἰσχύω ἔτι εἰ μή βάλλω ἔξω καταπατέω ὑπό ὁ ἄνθρωπος
Matthew	5	14	Ὑμεῖς ἐστε τὸ φῶς τοῦ κόσμου. οὐ δύναται πόλις κρυβῆναι ἐπάνω ὄρους κειμένη·	σύ εἰμί ὁ φῶς ὁ κόσμος οὐ δύναμαι πόλις κρύπτω ἐπάνω ὄρος κεῖμαι
Matthew	5	15	οὐδὲ καίουσιν λύχνον καὶ τιθέασιν αὐτὸν ὑπὸ τὸν μόδιον ἀλλ’ ἐπὶ τὴν λυχνίαν, καὶ λάμπει πᾶσιν τοῖς ἐν τῇ οἰκίᾳ.	οὐδέ καίω λύχνος καί τίθημι αὐτός ὑπό ὁ μόδιος ἀλλά ἐπί ὁ λυχνία καί λάμπω πᾶς ὁ ἐν ὁ οἰκία
Matthew	5	16	οὕτως λαμψάτω τὸ φῶς ὑμῶν ἔμπροσθεν τῶν ἀνθρώπων, ὅπως ἴδωσιν ὑμῶν τὰ καλὰ ἔργα καὶ δοξάσωσιν τὸν πατέρα ὑμῶν τὸν ἐν τοῖς οὐρανοῖς.	οὕτω(ς) λάμπω ὁ φῶς σύ ἔμπροσθεν ὁ ἄνθρωπος ὅπως ὁράω σύ ὁ καλός ἔργον καί δοξάζω ὁ πατήρ σύ ὁ ἐν ὁ οὐρανός
Matthew	5	17	Μὴ νομίσητε ὅτι ἦλθον καταλῦσαι τὸν νόμον ἢ τοὺς προφήτας· οὐκ ἦλθον καταλῦσαι ἀλλὰ πληρῶσαι·	μή νομίζω ὅτι ἔρχομαι καταλύω ὁ νόμος ἤ ὁ προφήτης οὐ ἔρχομαι καταλύω ἀλλά πληρόω
Matthew	5	18	ἀμὴν γὰρ λέγω ὑμῖν, ἕως ἂν παρέλθῃ ὁ οὐρανὸς καὶ ἡ γῆ, ἰῶτα ἓν ἢ μία κεραία οὐ μὴ παρέλθῃ ἀπὸ τοῦ νόμου, ἕως ἂν πάντα γένηται.	ἀμήν γάρ λέγω σύ ἕως ἄν παρέρχομαι ὁ οὐρανός καί ὁ γῆ ἰῶτα εἷς ἤ εἷς κεραία οὐ μή παρέρχομαι ἀπό ὁ νόμος ἕως ἄν πᾶς γίνομαι
Matthew	5	19	ὃς ἐὰν οὖν λύσῃ μίαν τῶν ἐντολῶν τούτων τῶν ἐλαχίστων καὶ διδάξῃ οὕτως τοὺς ἀνθρώπους, ἐλάχιστος κληθήσεται ἐν τῇ βασιλείᾳ τῶν οὐρανῶν· ὃς δ’ ἂν ποιήσῃ καὶ διδάξῃ, οὗτος μέγας κληθήσεται ἐν τῇ βασιλείᾳ τῶν οὐρανῶν.	ὅς ἐάν οὖν λύω εἷς ὁ ἐντολή οὗτος ὁ ἐλάχιστος καί διδάσκω οὕτω(ς) ὁ ἄνθρωπος ἐλάχιστος καλέω ἐν ὁ βασιλεία ὁ οὐρανός ὅς δέ ἄν ποιέω καί διδάσκω οὗτος μέγας καλέω ἐν ὁ βασιλεία ὁ οὐρανός
